id,image_path,purchase_date,rental_income,operating_expenses,purchase_price,vacancy_rate
39,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2023-06-04 05:45:37,4595.34,70578.97,240672.61,69.78
40,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2019-10-10 08:18:27,3630.94,125008.39,93528.36,79.3
41,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-10-18 21:34:34,9380.22,66037.45,96582.94,65.39
42,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2023-05-21 22:01:08,8401.86,170847.8,279513.19,36.0
43,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2018-09-23 01:30:41,5815.86,118613.75,267820.07,30.62
44,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2023-09-26 10:41:06,3458.88,140586.87,167795.54,87.81
45,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2020-10-01 13:28:49,5015.69,142654.66,77508.7,3.12
46,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2021-11-10 15:52:40,9458.16,239655.82,143926.36,24.7
47,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2019-08-15 02:00:05,53.97,13684.38,164134.37,58.09
48,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2021-04-21 21:02:13,6111.52,14699.03,294350.31,86.47
49,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2022-09-01 10:24:57,7369.44,218315.28,149488.62,47.29
50,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2022-07-24 16:48:33,7162.82,134813.44,201548.81,29.01
51,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2021-04-16 11:49:57,9950.24,148711.72,167001.1,34.9
52,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2018-09-17 08:53:48,697.89,221989.72,108568.63,53.34
53,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2018-07-01 01:17:58,7733.68,145399.17,241508.7,93.49
54,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-07-10 22:48:04,6050.08,120942.82,282000.37,28.42
55,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2022-12-14 22:48:15,286.67,225038.31,163092.1,72.4
56,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2019-06-14 18:26:06,9822.83,78911.67,243229.89,87.85
57,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2024-01-18 13:51:09,8298.96,216810.58,80243.58,19.43
58,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2020-12-21 19:27:46,770.28,9422.26,12186.48,76.01
59,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2024-02-14 03:15:59,8001.74,185273.61,46821.29,30.08
60,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2023-02-07 05:01:59,4744.64,63962.73,19535.83,23.85
61,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-10-04 21:59:25,8391.62,8756.65,119177.33,9.86
62,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2020-10-07 01:29:20,5627.63,168122.24,167875.57,53.19
63,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2022-08-10 10:16:03,7866.58,162343.86,172964.78,97.5
64,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2020-10-15 00:48:47,4544.77,243315.08,116769.94,39.22
65,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2023-03-23 14:19:15,7659.57,34970.7,34674.54,66.93
66,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2023-03-10 12:27:27,8583.93,155043.94,240573.98,34.1
67,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2022-05-24 01:28:00,402.35,107600.25,68579.59,56.2
68,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2021-09-26 09:17:59,7028.4,103680.18,281091.53,94.52
69,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2018-07-07 02:31:39,7326.36,163709.05,41055.04,83.1
70,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2021-11-23 15:50:32,8460.14,79483.22,84547.74,25.26
71,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2023-01-18 05:16:10,6310.36,153494.06,254843.56,95.95
72,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2022-12-22 20:51:19,8707.2,244621.06,138532.32,62.37
73,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2019-06-03 02:17:16,697.42,75465.16,27075.57,83.88
74,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2019-07-30 01:50:40,1365.91,57345.08,289093.79,97.54
75,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2018-05-01 20:40:11,9596.78,95462.39,265567.37,71.84
76,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2023-12-07 22:18:08,7409.13,231959.74,54744.51,62.64
77,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2019-11-20 15:19:55,9813.14,71718.11,178788.03,46.65
78,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2023-12-18 18:14:28,7604.1,41728.67,143776.6,64.74
79,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2023-11-17 23:00:03,980.5,1505.79,130966.99,36.73
80,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2021-10-08 08:09:31,2019.61,105558.87,204912.65,61.94
81,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2022-05-27 19:13:10,1255.54,92381.84,78043.05,39.69
82,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2018-10-23 07:11:15,9601.95,191959.35,235868.02,1.02
83,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2022-03-07 03:43:27,8545.68,215085.28,137692.22,83.88
84,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2020-04-18 13:38:57,3221.54,223989.58,85436.08,17.78
85,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-08-03 21:50:31,1386.01,73953.8,137822.97,88.28
86,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2023-06-11 16:02:46,1108.59,160965.3,10600.65,91.42
87,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2019-11-25 10:15:13,6327.37,18961.2,135089.9,11.06
88,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-09-29 04:17:23,4372.94,113326.86,194228.37,36.88
89,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-12-30 04:30:10,1485.8,29265.89,119833.42,71.67
90,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2020-07-22 12:57:41,9251.63,45672.3,70690.02,90.79
91,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2024-01-16 06:18:01,1013.08,220110.29,259468.18,91.45
92,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2020-10-17 14:07:00,1186.46,74013.98,198924.21,0.23
93,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2018-07-11 05:06:14,9795.83,79074.03,121653.86,61.92
94,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-10-24 06:52:11,5769.4,166533.58,252313.42,98.03
95,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2019-11-04 03:44:57,1746.46,130651.58,233547.61,47.81
96,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2018-05-07 23:12:59,7775.61,47910.91,56405.73,82.4
97,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2018-03-01 18:01:53,8572.99,111641.11,133898.28,23.04
98,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2020-03-04 10:25:21,5159.66,200247.27,128471.93,42.93
99,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2022-06-19 13:35:30,7090.73,150440.82,58223.26,22.4
100,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-06-15 23:53:02,2088.92,25917.35,136226.41,30.72
101,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-07-09 16:22:15,1409.15,159652.49,47060.7,62.27
102,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2021-01-13 23:05:27,9035.63,44982.64,132750.15,17.23
103,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2018-07-21 05:35:05,1828.01,43957.98,236134.32,6.07
104,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2019-02-13 01:41:49,5678.45,59415.46,271937.96,99.55
105,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2022-03-11 15:53:27,2521.61,206465.68,220362.54,60.51
106,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2019-06-19 18:51:38,9252.03,57097.6,199058.87,41.46
107,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2022-01-29 14:46:51,4598.44,186400.49,75563.17,0.11
108,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2020-12-09 13:14:46,6526.8,213985.61,141336.63,95.33
109,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2021-01-07 01:34:39,3916.07,211719.96,49991.3,26.54
110,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2020-05-07 20:37:20,7438.64,102120.84,20261.44,68.31
111,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2019-01-11 21:11:48,9409.52,203435.65,77152.12,37.33
112,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2021-04-22 08:35:57,3817.19,205327.59,294050.18,75.36
113,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2020-07-16 03:20:24,6122.19,83406.44,163827.18,0.91
114,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2021-10-31 18:00:39,4903.69,220906.27,263310.34,21.03
115,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-06-08 07:10:34,9002.86,41985.72,285059.87,66.69
116,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2020-06-03 08:02:43,8153.52,187927.38,284080.75,58.88
117,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2018-06-04 22:09:37,4706.83,180572.01,295031.4,92.47
118,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2020-10-08 23:48:22,4183.44,122773.94,138543.27,17.95
119,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-10-25 11:45:17,4957.88,15728.26,289177.8,68.96
120,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2024-01-23 08:38:34,7581.26,17767.45,93504.57,53.52
121,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2021-08-31 03:26:27,1271.16,232867.47,9870.33,52.82
122,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2020-12-18 19:50:02,995.29,238352.04,104587.71,61.34
123,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2022-04-19 01:26:24,9364.69,202010.64,76159.46,72.68
124,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2023-10-14 10:16:13,7290.65,76064.93,8997.49,95.67
125,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2020-06-15 01:04:46,4223.79,175446.25,35132.96,79.97
126,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2019-08-19 02:30:57,6781.61,213373.67,262353.4,44.71
127,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2018-07-18 21:24:51,9294.93,210729.41,12420.5,31.14
128,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2021-04-18 20:26:24,898.62,54442.1,128550.7,46.16
129,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2023-12-31 20:36:07,1251.39,202571.0,115818.16,21.92
130,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2022-09-07 16:00:29,4787.33,169737.38,29381.7,93.74
131,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2018-06-29 15:38:03,452.84,217224.71,218021.14,77.0
132,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2019-01-20 04:20:55,8460.1,71629.38,13519.26,9.53
133,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2021-08-27 21:12:13,5161.23,156194.53,41716.56,61.47
134,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2023-11-30 02:53:21,3637.7,4467.46,271162.97,65.43
135,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2018-10-15 18:25:05,2249.79,4069.5,246759.86,70.18
136,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2018-11-30 18:21:16,4515.41,200142.22,91052.31,12.11
137,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2020-11-13 20:38:05,3607.74,135383.69,250030.55,67.5
138,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2021-12-24 04:26:25,3728.09,164575.72,88394.07,92.81
139,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2020-08-19 02:46:50,3164.94,184055.46,118152.43,53.78
140,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2023-10-27 22:21:15,5165.94,146129.66,110948.46,35.66
141,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2023-03-16 16:55:05,2904.43,12791.39,221728.01,46.43
142,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2022-04-14 23:59:12,1322.55,205931.31,213858.0,73.19
143,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2018-12-29 04:13:33,2467.59,98076.15,18064.87,11.53
144,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2018-09-29 11:15:56,6681.52,210203.7,297478.19,72.77
145,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2018-04-28 07:18:18,2051.47,136794.45,35627.03,4.49
146,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2020-11-19 04:57:53,861.63,128844.07,18977.98,94.17
147,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2018-03-04 04:00:52,1549.56,151227.81,222351.97,65.07
148,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2022-06-20 23:16:18,338.67,166862.09,194035.97,5.74
149,https://photos.zillowstatic.com/fp/0c52d2ff7289d3d542c859f68fdbc8f2-cc_ft_1536.webp,2021-12-17 12:21:23,1397.62,61833.57,9780.38,54.12
150,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2021-05-24 13:40:10,4493.34,208386.97,129659.59,94.75
151,https://photos.zillowstatic.com/fp/857ff5bea3f48054a1bcc0789ca9919a-cc_ft_768.webp,2022-03-19 23:58:17,1656.59,246697.71,278238.28,66.61
152,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2023-03-14 09:16:11,7710.84,111293.3,108344.13,96.69
153,https://photos.zillowstatic.com/fp/e5c45aa3886e9b832d5a5012b25fc0ed-uncropped_scaled_within_1536_1152.webp,2023-09-11 00:22:13,7109.44,162986.44,190958.07,97.21
154,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2022-01-18 13:15:13,604.47,18155.34,212861.71,66.51
155,https://photos.zillowstatic.com/fp/93e01e8055e05aad272cdf9d8e132f4a-cc_ft_1536.webp,2021-05-20 07:25:47,147.99,196619.86,169753.04,53.36
156,https://photos.zillowstatic.com/fp/8ccec0ac70fde08d69fed913ce83e89f-cc_ft_1536.webp,2023-02-21 17:51:12,1545.87,140610.49,295118.02,46.65
157,https://photos.zillowstatic.com/fp/510de7bae4112e920d4e688eaac98b12-uncropped_scaled_within_1536_1152.webp,2019-05-17 21:13:02,1318.86,218661.8,24955.87,63.41
